STATION,NAME,location,date,TAVG,TMAX,TMIN,average_c,max_c,min_c
UKM00003772,"HEATHROW, UK",London,11/02/2022,39,49,32,3.9,9.4,0
UKM00003772,"HEATHROW, UK",London,12/02/2022,42,48,31,5.6,8.9,-0.6
UKM00003772,"HEATHROW, UK",London,13/02/2022,47,N/A,42,8.3,#VALUE!,5.6
UKM00003772,"HEATHROW, UK",London,14/02/2022,45,49,N/A,7.2,9.4,#VALUE!
UKM00003772,"HEATHROW, UK",London,15/02/2022,45,N/A,36,7.2,#VALUE!,2.2
UKM00003772,"HEATHROW, UK",London,16/02/2022,55,59,48,12.8,15,8.9
UKM00003772,"HEATHROW, UK",London,17/02/2022,49,54,N/A,9.4,12.2,#VALUE!
UKM00003772,"HEATHROW, UK",London,18/02/2022,47,N/A,N/A,8.3,#VALUE!,#VALUE!
UKM00003772,"HEATHROW, UK",London,19/02/2022,43,51,36,6.1,10.6,2.2
UKM00003772,"HEATHROW, UK",London,20/02/2022,50,54,N/A,10,12.2,#VALUE!
UKM00003772,"HEATHROW, UK",London,21/02/2022,46,53,40,7.8,11.7,4.4
UKM00003772,"HEATHROW, UK",London,22/02/2022,49,56,40,9.4,13.3,4.4
UKM00003772,"HEATHROW, UK",London,23/02/2022,45,51,35,7.2,10.6,1.7
UKM00003772,"HEATHROW, UK",London,24/02/2022,43,N/A,N/A,6.1,#VALUE!,#VALUE!
UKM00003772,"HEATHROW, UK",London,25/02/2022,43,53,N/A,6.1,11.7,#VALUE!
UKM00003772,"HEATHROW, UK",London,26/02/2022,41,52,N/A,5,11.1,#VALUE!
UKM00003772,"HEATHROW, UK",London,27/02/2022,42,52,N/A,5.6,11.1,#VALUE!
UKM00003772,"HEATHROW, UK",London,28/02/2022,48,54,37,8.9,12.2,2.8
UKM00003772,"HEATHROW, UK",London,01/03/2022,47,N/A,N/A,8.3,#VALUE!,#VALUE!
UKM00003772,"HEATHROW, UK",London,02/03/2022,44,N/A,N/A,6.7,#VALUE!,#VALUE!
UKM00003772,"HEATHROW, UK",London,03/03/2022,47,54,40,8.3,12.2,4.4
UKM00003772,"HEATHROW, UK",London,04/03/2022,45,N/A,N/A,7.2,#VALUE!,#VALUE!
UKM00003772,"HEATHROW, UK",London,05/03/2022,43,N/A,N/A,6.1,#VALUE!,#VALUE!
UKM00003772,"HEATHROW, UK",London,06/03/2022,42,47,38,5.6,8.3,3.3
UKM00003772,"HEATHROW, UK",London,07/03/2022,40,N/A,N/A,4.4,#VALUE!,#VALUE!
UKM00003772,"HEATHROW, UK",London,08/03/2022,43,55,31,6.1,12.8,-0.6
UKM00003772,"HEATHROW, UK",London,09/03/2022,50,56,44,10,13.3,6.7
UKM00003772,"HEATHROW, UK",London,10/03/2022,53,61,44,11.7,16.1,6.7
UKM00003772,"HEATHROW, UK",London,11/03/2022,50,54,N/A,10,12.2,#VALUE!
UKM00003772,"HEATHROW, UK",London,12/03/2022,49,55,N/A,9.4,12.8,#VALUE!
UKM00003772,"HEATHROW, UK",London,13/03/2022,49,53,N/A,9.4,11.7,#VALUE!
UKM00003772,"HEATHROW, UK",London,14/03/2022,46,56,38,7.8,13.3,3.3
UKM00003772,"HEATHROW, UK",London,15/03/2022,50,61,40,10,16.1,4.4
UKM00003772,"HEATHROW, UK",London,16/03/2022,48,N/A,N/A,8.9,#VALUE!,#VALUE!
UKM00003772,"HEATHROW, UK",London,17/03/2022,47,58,35,8.3,14.4,1.7
UKM00003772,"HEATHROW, UK",London,18/03/2022,48,61,37,8.9,16.1,2.8
UKM00003772,"HEATHROW, UK",London,19/03/2022,50,57,N/A,10,13.9,#VALUE!
UKM00003772,"HEATHROW, UK",London,20/03/2022,46,54,N/A,7.8,12.2,#VALUE!
UKM00003772,"HEATHROW, UK",London,21/03/2022,48,63,33,8.9,17.2,0.6
UKM00003772,"HEATHROW, UK",London,22/03/2022,56,68,N/A,13.3,20,#VALUE!
UKM00003772,"HEATHROW, UK",London,23/03/2022,54,68,41,12.2,20,5
UKM00003772,"HEATHROW, UK",London,24/03/2022,53,66,39,11.7,18.9,3.9
UKM00003772,"HEATHROW, UK",London,25/03/2022,52,64,40,11.1,17.8,4.4
UKM00003772,"HEATHROW, UK",London,26/03/2022,52,65,41,11.1,18.3,5
UKM00003772,"HEATHROW, UK",London,27/03/2022,47,56,N/A,8.3,13.3,#VALUE!
UKM00003772,"HEATHROW, UK",London,28/03/2022,50,62,38,10,16.7,3.3
UKM00003772,"HEATHROW, UK",London,29/03/2022,49,54,N/A,9.4,12.2,#VALUE!
UKM00003772,"HEATHROW, UK",London,30/03/2022,45,52,N/A,7.2,11.1,#VALUE!
UKM00003772,"HEATHROW, UK",London,31/03/2022,38,46,N/A,3.3,7.8,#VALUE!
UKM00003772,"HEATHROW, UK",London,01/04/2022,40,49,N/A,4.4,9.4,#VALUE!
UKM00003772,"HEATHROW, UK",London,02/04/2022,40,50,32,4.4,10,0
UKM00003772,"HEATHROW, UK",London,03/04/2022,41,52,30,5,11.1,-1.1
UKM00003772,"HEATHROW, UK",London,04/04/2022,50,N/A,N/A,10,#VALUE!,#VALUE!
UKM00003772,"HEATHROW, UK",London,05/04/2022,53,59,N/A,11.7,15,#VALUE!
UKM00003772,"HEATHROW, UK",London,06/04/2022,52,61,N/A,11.1,16.1,#VALUE!
UKM00003772,"HEATHROW, UK",London,07/04/2022,49,57,N/A,9.4,13.9,#VALUE!
UKM00003772,"HEATHROW, UK",London,08/04/2022,44,53,36,6.7,11.7,2.2
UKM00003772,"HEATHROW, UK",London,09/04/2022,45,55,34,7.2,12.8,1.1
UKM00003772,"HEATHROW, UK",London,10/04/2022,46,56,34,7.8,13.3,1.1
UKM00003772,"HEATHROW, UK",London,11/04/2022,53,66,40,11.7,18.9,4.4
UKM00003772,"HEATHROW, UK",London,12/04/2022,56,65,49,13.3,18.3,9.4
UKM00003772,"HEATHROW, UK",London,13/04/2022,57,68,50,13.9,20,10
UKM00003772,"HEATHROW, UK",London,14/04/2022,56,68,44,13.3,20,6.7
UKM00003772,"HEATHROW, UK",London,15/04/2022,59,74,45,15,23.3,7.2
UKM00003772,"HEATHROW, UK",London,16/04/2022,56,68,46,13.3,20,7.8
UKM00003772,"HEATHROW, UK",London,17/04/2022,56,68,N/A,13.3,20,#VALUE!
UKM00003772,"HEATHROW, UK",London,18/04/2022,54,64,N/A,12.2,17.8,#VALUE!
UKM00003772,"HEATHROW, UK",London,19/04/2022,53,62,44,11.7,16.7,6.7
UKM00003772,"HEATHROW, UK",London,20/04/2022,54,66,44,12.2,18.9,6.7
UKM00003772,"HEATHROW, UK",London,21/04/2022,55,67,N/A,12.8,19.4,#VALUE!
UKM00003772,"HEATHROW, UK",London,22/04/2022,53,63,N/A,11.7,17.2,#VALUE!
UKM00003772,"HEATHROW, UK",London,23/04/2022,55,64,N/A,12.8,17.8,#VALUE!
UKM00003772,"HEATHROW, UK",London,24/04/2022,55,66,46,12.8,18.9,7.8
UKM00003772,"HEATHROW, UK",London,25/04/2022,49,58,N/A,9.4,14.4,#VALUE!
UKM00003772,"HEATHROW, UK",London,26/04/2022,51,62,40,10.6,16.7,4.4
UKM00003772,"HEATHROW, UK",London,27/04/2022,48,53,42,8.9,11.7,5.6
UKM00003772,"HEATHROW, UK",London,28/04/2022,50,59,43,10,15,6.1
UKM00003772,"HEATHROW, UK",London,29/04/2022,48,53,42,8.9,11.7,5.6
UKM00003772,"HEATHROW, UK",London,30/04/2022,52,65,N/A,11.1,18.3,#VALUE!
UKM00003772,"HEATHROW, UK",London,01/05/2022,53,58,N/A,11.7,14.4,#VALUE!
UKM00003772,"HEATHROW, UK",London,02/05/2022,55,63,48,12.8,17.2,8.9
UKM00003772,"HEATHROW, UK",London,03/05/2022,55,61,51,12.8,16.1,10.6
UKM00003772,"HEATHROW, UK",London,04/05/2022,56,68,N/A,13.3,20,#VALUE!
UKM00003772,"HEATHROW, UK",London,05/05/2022,57,68,45,13.9,20,7.2
UKM00003772,"HEATHROW, UK",London,06/05/2022,60,74,49,15.6,23.3,9.4
UKM00003772,"HEATHROW, UK",London,07/05/2022,58,69,N/A,14.4,20.6,#VALUE!
UKM00003772,"HEATHROW, UK",London,08/05/2022,56,69,N/A,13.3,20.6,#VALUE!
UKM00003772,"HEATHROW, UK",London,09/05/2022,59,74,43,15,23.3,6.1
UKM00003772,"HEATHROW, UK",London,10/05/2022,60,70,N/A,15.6,21.1,#VALUE!
UKM00003772,"HEATHROW, UK",London,11/05/2022,56,61,N/A,13.3,16.1,#VALUE!
UKM00003772,"HEATHROW, UK",London,12/05/2022,56,66,45,13.3,18.9,7.2
UKM00003772,"HEATHROW, UK",London,13/05/2022,59,71,N/A,15,21.7,#VALUE!
UKM00003772,"HEATHROW, UK",London,14/05/2022,60,74,46,15.6,23.3,7.8
UKM00003772,"HEATHROW, UK",London,15/05/2022,60,66,55,15.6,18.9,12.8
UKM00003772,"HEATHROW, UK",London,16/05/2022,62,74,54,16.7,23.3,12.2
UKM00003772,"HEATHROW, UK",London,17/05/2022,66,81,52,18.9,27.2,11.1
UKM00003772,"HEATHROW, UK",London,18/05/2022,63,74,52,17.2,23.3,11.1
UKM00003772,"HEATHROW, UK",London,19/05/2022,63,72,57,17.2,22.2,13.9
UKM00003772,"HEATHROW, UK",London,20/05/2022,57,66,N/A,13.9,18.9,#VALUE!
UKM00003772,"HEATHROW, UK",London,21/05/2022,59,72,49,15,22.2,9.4
UKM00003772,"HEATHROW, UK",London,22/05/2022,62,75,N/A,16.7,23.9,#VALUE!
UKM00003772,"HEATHROW, UK",London,23/05/2022,58,69,N/A,14.4,20.6,#VALUE!
UKM00003772,"HEATHROW, UK",London,24/05/2022,56,68,50,13.3,20,10
UKM00003772,"HEATHROW, UK",London,25/05/2022,57,67,N/A,13.9,19.4,#VALUE!
UKM00003772,"HEATHROW, UK",London,26/05/2022,60,71,51,15.6,21.7,10.6
UKM00003772,"HEATHROW, UK",London,27/05/2022,61,69,N/A,16.1,20.6,#VALUE!
UKM00003772,"HEATHROW, UK",London,28/05/2022,57,66,47,13.9,18.9,8.3
UKM00003772,"HEATHROW, UK",London,29/05/2022,54,63,46,12.2,17.2,7.8
UKM00003772,"HEATHROW, UK",London,30/05/2022,50,61,42,10,16.1,5.6
UKM00003772,"HEATHROW, UK",London,31/05/2022,53,62,47,11.7,16.7,8.3
UKM00003772,"HEATHROW, UK",London,01/06/2022,56,66,46,13.3,18.9,7.8
UKM00003772,"HEATHROW, UK",London,02/06/2022,59,72,47,15,22.2,8.3
UKM00003772,"HEATHROW, UK",London,03/06/2022,63,74,N/A,17.2,23.3,#VALUE!
UKM00003772,"HEATHROW, UK",London,04/06/2022,60,71,N/A,15.6,21.7,#VALUE!
UKM00003772,"HEATHROW, UK",London,05/06/2022,55,59,52,12.8,15,11.1
UKM00003772,"HEATHROW, UK",London,06/06/2022,58,65,53,14.4,18.3,11.7
UKM00003772,"HEATHROW, UK",London,07/06/2022,61,72,49,16.1,22.2,9.4
UKM00003772,"HEATHROW, UK",London,08/06/2022,63,74,N/A,17.2,23.3,#VALUE!
UKM00003772,"HEATHROW, UK",London,09/06/2022,61,70,52,16.1,21.1,11.1
UKM00003772,"HEATHROW, UK",London,10/06/2022,65,76,N/A,18.3,24.4,#VALUE!
UKM00003772,"HEATHROW, UK",London,11/06/2022,63,75,53,17.2,23.9,11.7
UKM00003772,"HEATHROW, UK",London,12/06/2022,62,73,51,16.7,22.8,10.6
UKM00003772,"HEATHROW, UK",London,13/06/2022,61,71,49,16.1,21.7,9.4
UKM00003772,"HEATHROW, UK",London,14/06/2022,65,77,50,18.3,25,10
UKM00003772,"HEATHROW, UK",London,15/06/2022,69,82,52,20.6,27.8,11.1
UKM00003772,"HEATHROW, UK",London,16/06/2022,72,85,N/A,22.2,29.4,#VALUE!
UKM00003772,"HEATHROW, UK",London,17/06/2022,76,91,60,24.4,32.8,15.6
UKM00003772,"HEATHROW, UK",London,18/06/2022,65,77,N/A,18.3,25,#VALUE!
UKM00003772,"HEATHROW, UK",London,19/06/2022,58,67,49,14.4,19.4,9.4
UKM00003772,"HEATHROW, UK",London,20/06/2022,62,72,53,16.7,22.2,11.7
UKM00003772,"HEATHROW, UK",London,21/06/2022,65,79,51,18.3,26.1,10.6
UKM00003772,"HEATHROW, UK",London,22/06/2022,69,82,54,20.6,27.8,12.2
UKM00003772,"HEATHROW, UK",London,23/06/2022,67,80,57,19.4,26.7,13.9
UKM00003772,"HEATHROW, UK",London,24/06/2022,64,72,58,17.8,22.2,14.4
UKM00003772,"HEATHROW, UK",London,25/06/2022,61,72,54,16.1,22.2,12.2
UKM00003772,"HEATHROW, UK",London,26/06/2022,62,73,52,16.7,22.8,11.1
UKM00003772,"HEATHROW, UK",London,27/06/2022,60,70,53,15.6,21.1,11.7
UKM00003772,"HEATHROW, UK",London,28/06/2022,62,74,N/A,16.7,23.3,#VALUE!
UKM00003772,"HEATHROW, UK",London,29/06/2022,62,72,N/A,16.7,22.2,#VALUE!
UKM00003772,"HEATHROW, UK",London,30/06/2022,60,69,N/A,15.6,20.6,#VALUE!
UKM00003772,"HEATHROW, UK",London,01/07/2022,61,72,N/A,16.1,22.2,#VALUE!
UKM00003772,"HEATHROW, UK",London,02/07/2022,62,75,53,16.7,23.9,11.7
UKM00003772,"HEATHROW, UK",London,03/07/2022,64,76,51,17.8,24.4,10.6
UKM00003772,"HEATHROW, UK",London,04/07/2022,63,74,52,17.2,23.3,11.1
UKM00003772,"HEATHROW, UK",London,05/07/2022,64,72,51,17.8,22.2,10.6
UKM00003772,"HEATHROW, UK",London,06/07/2022,66,78,54,18.9,25.6,12.2
UKM00003772,"HEATHROW, UK",London,07/07/2022,68,77,62,20,25,16.7
UKM00003772,"HEATHROW, UK",London,08/07/2022,71,84,57,21.7,28.9,13.9
UKM00003772,"HEATHROW, UK",London,09/07/2022,71,81,60,21.7,27.2,15.6
UKM00003772,"HEATHROW, UK",London,10/07/2022,71,85,58,21.7,29.4,14.4
UKM00003772,"HEATHROW, UK",London,11/07/2022,75,89,62,23.9,31.7,16.7
UKM00003772,"HEATHROW, UK",London,12/07/2022,78,N/A,67,25.6,#VALUE!,19.4
UKM00003772,"HEATHROW, UK",London,13/07/2022,75,84,N/A,23.9,28.9,#VALUE!
UKM00003772,"HEATHROW, UK",London,14/07/2022,68,78,59,20,25.6,15
UKM00003772,"HEATHROW, UK",London,15/07/2022,68,81,56,20,27.2,13.3
UKM00003772,"HEATHROW, UK",London,16/07/2022,71,84,57,21.7,28.9,13.9
UKM00003772,"HEATHROW, UK",London,17/07/2022,75,87,60,23.9,30.6,15.6
UKM00003772,"HEATHROW, UK",London,18/07/2022,82,99,64,27.8,37.2,17.8
UKM00003772,"HEATHROW, UK",London,19/07/2022,86,104,N/A,30,40,#VALUE!
UKM00003772,"HEATHROW, UK",London,20/07/2022,71,81,N/A,21.7,27.2,#VALUE!
UKM00003772,"HEATHROW, UK",London,21/07/2022,68,76,60,20,24.4,15.6
UKM00003772,"HEATHROW, UK",London,22/07/2022,66,73,N/A,18.9,22.8,#VALUE!
UKM00003772,"HEATHROW, UK",London,23/07/2022,69,82,60,20.6,27.8,15.6
UKM00003772,"HEATHROW, UK",London,24/07/2022,72,84,64,22.2,28.9,17.8
UKM00003772,"HEATHROW, UK",London,25/07/2022,68,77,N/A,20,25,#VALUE!
UKM00003772,"HEATHROW, UK",London,26/07/2022,64,73,59,17.8,22.8,15
UKM00003772,"HEATHROW, UK",London,27/07/2022,65,72,57,18.3,22.2,13.9
UKM00003772,"HEATHROW, UK",London,28/07/2022,67,77,60,19.4,25,15.6
UKM00003772,"HEATHROW, UK",London,29/07/2022,69,83,58,20.6,28.3,14.4
UKM00003772,"HEATHROW, UK",London,30/07/2022,70,81,61,21.1,27.2,16.1
UKM00003772,"HEATHROW, UK",London,31/07/2022,72,82,68,22.2,27.8,20
UKE00156884,"WISLEY, UK",London,01/07/2021,62.5,75,50,16.9,23.9,10
UKE00156884,"WISLEY, UK",London,02/07/2021,64,71,57,17.8,21.7,13.9
UKE00156884,"WISLEY, UK",London,03/07/2021,65,71,59,18.3,21.7,15
UKE00156884,"WISLEY, UK",London,04/07/2021,63.5,69,58,17.5,20.6,14.4
UKE00156884,"WISLEY, UK",London,05/07/2021,61.5,68,55,16.4,20,12.8
UKE00156884,"WISLEY, UK",London,06/07/2021,61.5,68,55,16.4,20,12.8
UKE00156884,"WISLEY, UK",London,07/07/2021,62.5,71,54,16.9,21.7,12.2
UKE00156884,"WISLEY, UK",London,08/07/2021,66,77,55,18.9,25,12.8
UKE00156884,"WISLEY, UK",London,09/07/2021,61.5,67,56,16.4,19.4,13.3
UKE00156884,"WISLEY, UK",London,10/07/2021,62.5,71,54,16.9,21.7,12.2
UKE00156884,"WISLEY, UK",London,11/07/2021,59.5,70,49,15.3,21.1,9.4
UKE00156884,"WISLEY, UK",London,12/07/2021,64,72,56,17.8,22.2,13.3
UKE00156884,"WISLEY, UK",London,13/07/2021,66.5,76,57,19.2,24.4,13.9
UKE00156884,"WISLEY, UK",London,14/07/2021,63,71,55,17.2,21.7,12.8
UKE00156884,"WISLEY, UK",London,15/07/2021,65.5,79,52,18.6,26.1,11.1
UKE00156884,"WISLEY, UK",London,16/07/2021,64,81,47,17.8,27.2,8.3
UKE00156884,"WISLEY, UK",London,17/07/2021,70.5,88,53,21.4,31.1,11.7
UKE00156884,"WISLEY, UK",London,18/07/2021,71,88,54,21.7,31.1,12.2
UKE00156884,"WISLEY, UK",London,19/07/2021,74,88,60,23.3,31.1,15.6
UKE00156884,"WISLEY, UK",London,20/07/2021,72.5,85,60,22.5,29.4,15.6
UKE00156884,"WISLEY, UK",London,21/07/2021,71,84,58,21.7,28.9,14.4
UKE00156884,"WISLEY, UK",London,22/07/2021,66.5,74,59,19.2,23.3,15
UKE00156884,"WISLEY, UK",London,23/07/2021,65.5,73,58,18.6,22.8,14.4
UKE00156884,"WISLEY, UK",London,24/07/2021,67,72,62,19.4,22.2,16.7
UKE00156884,"WISLEY, UK",London,25/07/2021,69.5,78,61,20.8,25.6,16.1
UKE00156884,"WISLEY, UK",London,26/07/2021,65,72,58,18.3,22.2,14.4
UKE00156884,"WISLEY, UK",London,27/07/2021,64,70,58,17.8,21.1,14.4
UKE00156884,"WISLEY, UK",London,28/07/2021,66,72,60,18.9,22.2,15.6
UKE00156884,"WISLEY, UK",London,29/07/2021,61,69,53,16.1,20.6,11.7
UKE00156884,"WISLEY, UK",London,30/07/2021,62.5,69,56,16.9,20.6,13.3
UKE00156884,"WISLEY, UK",London,31/07/2021,62.5,71,54,16.9,21.7,12.2
UKE00156884,"WISLEY, UK",London,01/08/2021,61,65,57,16.1,18.3,13.9
UKE00156884,"WISLEY, UK",London,02/08/2021,61,73,49,16.1,22.8,9.4
UKE00156884,"WISLEY, UK",London,03/08/2021,59,72,46,15,22.2,7.8
UKE00156884,"WISLEY, UK",London,04/08/2021,60,70,50,15.6,21.1,10
UKE00156884,"WISLEY, UK",London,05/08/2021,62.5,72,53,16.9,22.2,11.7
UKE00156884,"WISLEY, UK",London,06/08/2021,63.5,68,59,17.5,20,15
UKE00156884,"WISLEY, UK",London,07/08/2021,61.5,68,55,16.4,20,12.8
UKE00156884,"WISLEY, UK",London,08/08/2021,63.5,72,55,17.5,22.2,12.8
UKE00156884,"WISLEY, UK",London,09/08/2021,65,75,55,18.3,23.9,12.8
UKE00156884,"WISLEY, UK",London,10/08/2021,65,76,54,18.3,24.4,12.2
UKE00156884,"WISLEY, UK",London,11/08/2021,62.5,73,52,16.9,22.8,11.1
UKE00156884,"WISLEY, UK",London,12/08/2021,65.5,73,58,18.6,22.8,14.4
UKE00156884,"WISLEY, UK",London,13/08/2021,65.5,77,54,18.6,25,12.2
UKE00156884,"WISLEY, UK",London,14/08/2021,64,73,55,17.8,22.8,12.8
UKE00156884,"WISLEY, UK",London,15/08/2021,61,66,56,16.1,18.9,13.3
UKE00156884,"WISLEY, UK",London,16/08/2021,59.5,65,54,15.3,18.3,12.2
UKE00156884,"WISLEY, UK",London,17/08/2021,61,73,49,16.1,22.8,9.4
UKE00156884,"WISLEY, UK",London,18/08/2021,65,71,59,18.3,21.7,15
UKE00156884,"WISLEY, UK",London,19/08/2021,62.5,71,54,16.9,21.7,12.2
UKE00156884,"WISLEY, UK",London,20/08/2021,62,69,55,16.7,20.6,12.8
UKE00156884,"WISLEY, UK",London,21/08/2021,65,72,58,18.3,22.2,14.4
UKE00156884,"WISLEY, UK",London,22/08/2021,64.5,70,59,18.1,21.1,15
UKE00156884,"WISLEY, UK",London,23/08/2021,66.5,73,60,19.2,22.8,15.6
UKE00156884,"WISLEY, UK",London,24/08/2021,61.5,72,51,16.4,22.2,10.6
UKE00156884,"WISLEY, UK",London,25/08/2021,57,65,49,13.9,18.3,9.4
UKE00156884,"WISLEY, UK",London,26/08/2021,63,67,59,17.2,19.4,15
UKE00156884,"WISLEY, UK",London,27/08/2021,60.5,68,53,15.8,20,11.7
UKE00156884,"WISLEY, UK",London,28/08/2021,57,69,45,13.9,20.6,7.2
UKE00156884,"WISLEY, UK",London,29/08/2021,53.5,63,44,11.9,17.2,6.7
UKE00156884,"WISLEY, UK",London,30/08/2021,61.5,67,56,16.4,19.4,13.3
UKE00156884,"WISLEY, UK",London,31/08/2021,60,64,56,15.6,17.8,13.3
UKE00156884,"WISLEY, UK",London,01/09/2021,61.5,66,57,16.4,18.9,13.9
UKE00156884,"WISLEY, UK",London,02/09/2021,64.5,71,58,18.1,21.7,14.4
UKE00156884,"WISLEY, UK",London,03/09/2021,57,67,47,13.9,19.4,8.3
UKE00156884,"WISLEY, UK",London,04/09/2021,65,78,52,18.3,25.6,11.1
